city,district,rooms,area,price
Almaty,Unknown,3,73.0,25500000
Almaty,Unknown,3,93.0,35000000
Almaty,Unknown,3,78.0,41000000
Almaty,Unknown,4,158.7,47000000
Almaty,Unknown,2,65.7,30500000
Almaty,Unknown,1,51.47,13896900
Almaty,Unknown,4,102.0,37000000
Almaty,Unknown,3,71.2,22000000
Almaty,Unknown,2,45.0,13000000
Almaty,Unknown,2,79.93,21581100
Almaty,Unknown,4,135.8,34999999
Almaty,Unknown,3,44.6,12500000
Almaty,Unknown,1,33.0,10500000
Almaty,Unknown,4,131.0,36500000
Almaty,Unknown,4,113.7,35000000
Almaty,Unknown,2,69.34,18721800
Almaty,Unknown,2,44.3,15700000
Almaty,Unknown,1,44.3,17000000
Almaty,Unknown,1,39.1,11730000
Almaty,Unknown,2,80.3,30112500
Almaty,Unknown,3,116.9,43837500
Almaty,Unknown,3,104.14,28117800
Almaty,Unknown,1,47.0,24000000
Almaty,Unknown,2,85.2,25500000
Almaty,Unknown,3,91.1,40800000
Almaty,Unknown,3,126.6,47475000
Almaty,Unknown,1,38.9,18000000
Almaty,Unknown,3,77.0,19500000
Almaty,Unknown,2,75.9,28462500
Almaty,Unknown,3,82.53,22283100
Almaty,Unknown,3,90.7,35000000
Almaty,Unknown,2,70.0,21000000
Almaty,Unknown,1,59.43,16046100
Almaty,Unknown,4,61.0,25000000
Almaty,Unknown,2,46.4,15000000
Almaty,Unknown,2,70.0,31700000
Almaty,Unknown,2,68.2,40000000
Almaty,Unknown,2,41.5,13000000
Almaty,Unknown,2,45.0,14700000
Almaty,Unknown,1,53.5,17000000
Almaty,Unknown,3,135.0,67000000
Almaty,Unknown,3,110.0,58000000
Almaty,Unknown,3,101.5,47000000
Almaty,Unknown,2,41.0,12800000
Almaty,Unknown,1,33.0,11500000
Almaty,Unknown,1,40.0,18000000
Almaty,Unknown,2,65.6,27000000
Almaty,Unknown,2,45.8,11500000
Almaty,Unknown,3,105.1,46000000
Almaty,Unknown,2,45.0,11000000
Almaty,Unknown,2,45.0,12000000
Almaty,Unknown,1,31.1,10500000
Almaty,Unknown,2,52.0,21000000
Almaty,Unknown,1,31.0,12000000
Almaty,Unknown,1,36.3,12900000
Almaty,Unknown,3,67.6,26000000
Almaty,Unknown,1,32.5,11900000
Almaty,Unknown,2,90.0,26000000
Almaty,Unknown,1,45.0,21500000
Almaty,Unknown,1,41.0,10660000
Almaty,Unknown,2,70.0,27400000
Almaty,Unknown,3,95.0,33000000
Almaty,Unknown,2,68.0,17680000
Almaty,Unknown,1,21.4,8200000
Almaty,Unknown,3,102.0,26520000
Almaty,Unknown,2,105.0,40000000
Almaty,Unknown,3,117.0,60000000
Almaty,Unknown,4,81.3,30000000
Almaty,Unknown,2,45.0,13000000
Almaty,Unknown,2,67.0,24500000
Almaty,Unknown,3,83.0,35000000
Almaty,Unknown,3,84.0,36000000
Almaty,Unknown,3,81.4,22300000
Almaty,Unknown,2,43.0,10600000
Almaty,Unknown,3,67.0,16500000
Almaty,Unknown,1,54.4,23800000
Almaty,Unknown,2,63.5,22500000
Almaty,Unknown,5,200.0,65000000
Almaty,Unknown,4,163.4,40000000
Almaty,Unknown,3,110.0,32500000
Almaty,Unknown,3,81.0,29500000
Almaty,Unknown,2,75.0,42000000
Almaty,Unknown,1,38.3,10300000
Almaty,Unknown,2,44.4,12500000
Almaty,Unknown,3,120.0,62000000
Almaty,Unknown,1,36.5,10500000
Almaty,Unknown,4,62.0,19500000
Almaty,Unknown,1,50.6,18500000
Almaty,Unknown,1,46.7,19300000
Almaty,Unknown,2,68.7,21000000
Almaty,Unknown,2,45.0,13500000
Almaty,Unknown,2,45.0,18900000
Almaty,Unknown,3,110.0,35000000
Almaty,Unknown,2,79.0,25280000
Almaty,Unknown,2,50.0,15000000
Almaty,Unknown,3,48.0,15500000
Almaty,Unknown,2,62.3,26000000
Almaty,Unknown,1,43.5,12500000
Almaty,Unknown,3,80.0,29500000
Almaty,Unknown,2,71.0,31000000
Almaty,Unknown,1,34.0,10600000
Almaty,Unknown,1,38.3,16000000
Almaty,Unknown,3,131.0,55000000
Almaty,Unknown,3,84.0,42000000
Almaty,Unknown,2,57.85,17933500
Almaty,Unknown,1,39.0,12090000
Almaty,Unknown,3,81.0,32000000
Almaty,Unknown,2,61.0,22000000
Almaty,Unknown,2,73.2,24300000
Almaty,Unknown,1,38.0,13800000
Almaty,Unknown,1,64.0,20500000
Almaty,Unknown,2,62.0,26200000
Almaty,Unknown,1,41.0,15700000
Almaty,Unknown,2,62.0,26700000
Almaty,Unknown,2,58.6,21700000
Almaty,Unknown,2,71.9,25700000
Almaty,Unknown,2,65.0,19000000
Almaty,Unknown,3,57.0,13800000
Almaty,Unknown,2,68.0,22000000
Almaty,Unknown,2,47.7,23500000
Almaty,Unknown,2,71.0,31400000
Almaty,Unknown,2,45.5,13500000
Almaty,Unknown,2,60.0,24500000
Almaty,Unknown,1,47.0,21000000
Almaty,Unknown,1,44.0,16500000
Almaty,Unknown,3,100.0,45000000
Almaty,Unknown,4,60.0,19500000
Almaty,Unknown,3,65.0,21400000
Almaty,Unknown,3,100.0,58000000
Almaty,Unknown,3,125.0,57000000
Almaty,Unknown,1,44.0,21000000
Almaty,Unknown,2,55.0,19000000
Almaty,Unknown,2,80.0,33000000
Almaty,Unknown,2,56.5,22000000
Almaty,Unknown,3,85.0,48000000
Almaty,Unknown,3,58.0,22500000
Almaty,Unknown,3,49.5,16500000
Almaty,Unknown,3,121.0,65000000
Almaty,Unknown,3,53.0,16000000
Almaty,Unknown,3,200.0,50000000
Almaty,Unknown,3,76.0,28500000
Almaty,Unknown,1,51.4,27500000
Almaty,Unknown,3,87.0,31000000
Almaty,Unknown,1,35.0,12500000
Almaty,Unknown,2,69.9,32700000
Almaty,Unknown,3,115.0,45000000
Almaty,Unknown,4,104.0,32000000
Almaty,Unknown,2,90.0,37000000
Almaty,Unknown,2,45.8,14000000
Almaty,Unknown,2,45.0,15700000
Almaty,Unknown,3,81.3,28000000
Almaty,Unknown,4,62.0,22500000
Almaty,Unknown,3,167.0,57500000
Almaty,Unknown,3,64.0,19500000
Almaty,Unknown,2,54.0,17000000
Almaty,Unknown,2,67.3,21000000
Almaty,Unknown,1,50.0,32000000
Almaty,Unknown,3,86.0,29000000
Almaty,Unknown,2,45.0,12500000
Almaty,Unknown,2,70.0,24500000
Almaty,Unknown,7,180.0,37000000
Almaty,Unknown,1,31.0,11000000
Almaty,Unknown,3,62.3,20000000
Almaty,Unknown,3,80.0,26500000
Almaty,Unknown,2,50.0,22000000
Almaty,Unknown,2,45.0,14500000
Almaty,Unknown,3,62.0,17000000
Almaty,Unknown,2,55.0,27999000
Almaty,Unknown,1,33.0,13500000
Almaty,Unknown,2,76.0,36000000
Almaty,Unknown,2,68.0,25500000
Almaty,Unknown,1,18.0,5500000
Almaty,Unknown,2,70.0,30500000
Almaty,Unknown,3,91.0,69000000
Almaty,Unknown,3,47.0,13500000
Almaty,Unknown,2,44.4,18000000
Almaty,Unknown,1,32.0,10500000
Almaty,Unknown,2,52.0,12500000
Almaty,Unknown,3,65.0,24000000
Almaty,Unknown,3,58.0,17000000
Almaty,Unknown,4,120.0,36000000
Almaty,Unknown,3,120.0,45000000
Almaty,Unknown,1,30.5,10000000
Almaty,Unknown,3,109.0,37000000
Almaty,Unknown,2,54.3,18000000
Almaty,Unknown,3,62.1,16500000
Almaty,Unknown,2,48.0,21000000
Almaty,Unknown,1,36.0,10500000
Almaty,Unknown,3,83.0,34700000
Almaty,Unknown,1,45.0,17000000
Almaty,Unknown,2,51.0,18000000
Almaty,Unknown,3,95.5,56000000
Almaty,Unknown,1,37.7,17000000
Almaty,Unknown,3,118.9,58800000
Almaty,Unknown,1,31.0,8000000
Almaty,Unknown,2,96.6,27000000
Almaty,Unknown,3,62.0,24500000
Almaty,Unknown,4,123.0,34000000
Almaty,Unknown,3,84.0,30000000
Almaty,Unknown,3,63.0,18000000
Almaty,Unknown,3,57.5,20000000
Almaty,Unknown,1,40.0,17000000
Almaty,Unknown,2,44.8,12800000
Almaty,Unknown,3,128.0,49000000
Almaty,Unknown,2,80.0,32000000
Almaty,Unknown,3,81.9,28000000
Almaty,Unknown,1,44.0,13500000
Almaty,Unknown,2,60.0,22000000
Almaty,Unknown,1,37.0,11500000
Almaty,Unknown,3,95.0,35800000
Almaty,Unknown,3,80.0,20000000
Almaty,Unknown,2,47.4,17000000
Almaty,Unknown,2,46.0,13500000
Almaty,Unknown,3,61.2,23000000
Almaty,Unknown,4,71.0,18500000
Almaty,Unknown,3,48.0,15000000
Almaty,Unknown,3,64.0,25000000
Almaty,Unknown,2,71.0,37000000
Almaty,Unknown,3,61.5,16500000
Almaty,Unknown,4,125.2,38750000
Almaty,Unknown,3,101.4,43000000
Almaty,Unknown,2,55.0,27000000
Almaty,Unknown,2,53.2,14500000
Almaty,Unknown,2,45.0,7500000
Almaty,Unknown,4,138.0,69000000
Almaty,Unknown,3,84.0,24200000
Almaty,Unknown,3,87.0,42000000
Almaty,Unknown,3,63.0,21500000
Almaty,Unknown,3,83.0,22000000
Almaty,Unknown,3,64.4,27700000
Almaty,Unknown,2,59.0,25000000
Almaty,Unknown,2,85.0,32000000
Almaty,Unknown,2,52.0,16500000
Almaty,Unknown,1,38.0,14000000
Almaty,Unknown,1,45.0,18000000
Almaty,Unknown,3,106.7,30943000
Almaty,Unknown,1,49.0,21000000
Almaty,Unknown,1,51.5,23200000
Almaty,Unknown,3,130.0,65000000
Almaty,Unknown,2,71.2,33900000
Almaty,Unknown,2,45.0,13600000
Almaty,Unknown,1,50.3,22500000
Almaty,Unknown,5,150.0,40000000
Almaty,Unknown,3,84.0,37000000
Almaty,Unknown,1,38.4,10000000
Almaty,Unknown,3,65.0,24500000
Almaty,Unknown,2,58.0,24000000
Almaty,Unknown,3,48.8,18000000
Almaty,Unknown,2,78.27,25046400
Almaty,Unknown,1,35.1,15000000
Almaty,Unknown,1,30.3,10500000
Almaty,Unknown,1,46.0,19500000
Almaty,Unknown,2,68.0,21000000
Almaty,Unknown,3,117.0,48000000
Almaty,Unknown,3,60.0,15500000
Almaty,Unknown,3,65.0,18500000
Almaty,Unknown,1,53.3,21500000
Almaty,Unknown,2,80.0,24000000
Almaty,Unknown,2,45.2,17000000
Almaty,Unknown,4,174.0,73000000
Almaty,Unknown,3,109.0,50000000
Almaty,Unknown,1,56.0,14999999
Almaty,Unknown,2,61.8,18500000
Almaty,Unknown,1,50.0,15500000
Almaty,Unknown,3,52.1,15500000
Almaty,Unknown,3,105.0,31000000
Almaty,Unknown,3,103.6,30044000
Almaty,Unknown,3,81.0,30000000
Almaty,Unknown,2,51.0,16000000
Almaty,Unknown,3,75.0,35000000
Almaty,Unknown,3,62.0,18500000
Almaty,Unknown,3,105.0,39800000
Almaty,Unknown,2,54.0,25500000
Almaty,Unknown,2,44.0,17000000
Almaty,Unknown,3,62.0,20500000
Almaty,Unknown,2,54.0,22400000
Almaty,Unknown,1,31.0,10700000
Almaty,Unknown,1,31.0,9500000
Almaty,Unknown,4,117.0,36000000
Almaty,Unknown,2,87.5,38500000
Almaty,Unknown,3,96.0,27000000
Almaty,Unknown,2,50.0,18500000
Almaty,Unknown,3,63.6,24000000
Almaty,Unknown,3,78.0,33000000
Almaty,Unknown,2,70.5,21000000
Almaty,Unknown,1,42.0,10700000
Almaty,Unknown,2,44.0,14500000
Almaty,Unknown,3,80.0,25000000
Almaty,Unknown,4,61.0,18000000
Almaty,Unknown,3,76.0,25000000
Almaty,Unknown,2,41.0,14000000
Almaty,Unknown,3,62.2,22500000
Almaty,Unknown,1,30.0,8800000000
Almaty,Unknown,1,39.0,11000000
Almaty,Unknown,2,60.6,24700000
Almaty,Unknown,3,62.2,19999999
Almaty,Unknown,1,48.0,24000000
Almaty,Unknown,2,60.0,26500000
Almaty,Unknown,3,70.0,18000000
Almaty,Unknown,3,105.0,50000000
Almaty,Unknown,4,123.2,52000000
Almaty,Unknown,2,44.7,14800000
Almaty,Unknown,2,46.0,12500000
Almaty,Unknown,1,30.3,12200000
Almaty,Unknown,3,61.0,22400000
Almaty,Unknown,1,28.3,6800000
Almaty,Unknown,4,128.0,43100000
Almaty,Unknown,3,92.0,44000000
Almaty,Unknown,4,66.0,22400000
Almaty,Unknown,2,49.0,17500000
Almaty,Unknown,3,96.1,30000000
Almaty,Unknown,1,40.6,15800000
Almaty,Unknown,3,82.5,25000000
Almaty,Unknown,1,32.6,13000000
Almaty,Unknown,3,60.4,23500000
Almaty,Unknown,2,40.0,15000000
Almaty,Unknown,3,48.2,15500000
Almaty,Unknown,3,90.0,21000000
Almaty,Unknown,2,80.0,22000000
Almaty,Unknown,2,56.0,21500000
Almaty,Unknown,2,72.0,26500000
Almaty,Unknown,1,47.3,13244000
Almaty,Unknown,1,39.0,16500000
Almaty,Unknown,3,78.0,18000000
Almaty,Unknown,2,70.0,25000000
Almaty,Unknown,1,29.0,9000000
Almaty,Unknown,2,65.7,24500000
Almaty,Unknown,1,31.0,8000000
Almaty,Unknown,1,40.1,14000000
Almaty,Unknown,3,62.0,17590000
Almaty,Unknown,1,48.0,13000000
Almaty,Unknown,2,64.0,21000000
Almaty,Unknown,1,40.0,10000000
Almaty,Unknown,2,46.7,19500000
Almaty,Unknown,1,41.0,13500000
Almaty,Unknown,1,31.0,8000000
Almaty,Unknown,1,46.0,13000000
Almaty,Unknown,3,80.0,18000000
Almaty,Unknown,2,45.0,15000000
Almaty,Unknown,2,44.0,8200000
Almaty,Unknown,2,48.0,20000000
Almaty,Unknown,2,68.1,26000000
Almaty,Unknown,3,62.0,17000000
Almaty,Unknown,4,97.7,28000000
Almaty,Unknown,3,100.4,42500000
Almaty,Unknown,2,52.0,14000000
Almaty,Unknown,1,52.5,25000000
Almaty,Unknown,3,63.0,23500000
Almaty,Unknown,2,49.7,14500000
Almaty,Unknown,3,63.0,21000000
Almaty,Unknown,1,35.1,12500000
Almaty,Unknown,1,39.0,8000000
Almaty,Unknown,2,51.4,12000000
Almaty,Unknown,6,147.0,26000000
Almaty,Unknown,2,41.7,12000000
Almaty,Unknown,1,39.0,16500000
Almaty,Unknown,3,53.0,14000000
Almaty,Unknown,2,47.0,14500000
Almaty,Unknown,2,60.0,30000000
Almaty,Unknown,2,42.0,13000000
Almaty,Unknown,2,48.0,13500000
Almaty,Unknown,1,38.8,9500000
Almaty,Unknown,1,40.1,12000000
Almaty,Unknown,2,53.0,17000000
Almaty,Unknown,2,43.0,15000000
Almaty,Unknown,3,102.0,45000000
Almaty,Unknown,4,138.0,35000000
Almaty,Unknown,4,138.0,39000000
Almaty,Unknown,3,87.0,33000000
Almaty,Unknown,3,50.0,16500000
Almaty,Unknown,3,97.0,30500000
Almaty,Unknown,3,105.1,57500000
Almaty,Unknown,1,52.0,23000000
Almaty,Unknown,4,79.9,35000000
Almaty,Unknown,3,65.0,21000000
Almaty,Unknown,2,79.0,29500000
Almaty,Unknown,3,77.0,30000000
Almaty,Unknown,4,62.0,22000000
Almaty,Unknown,2,78.9,28500000
Almaty,Unknown,5,240.0,150000000
Almaty,Unknown,2,54.0,17500000
Almaty,Unknown,2,75.0,24500000
Almaty,Unknown,2,56.7,21000000
Almaty,Unknown,2,43.0,16000000
Almaty,Unknown,2,70.0,28500000
Almaty,Unknown,3,72.0,27500000
Almaty,Unknown,3,48.0,13500000
Almaty,Unknown,3,82.0,27000000
Almaty,Unknown,1,36.1,13000000
Almaty,Unknown,3,60.0,20000000
Almaty,Unknown,2,54.8,20500000
Almaty,Unknown,1,33.0,9000000
Almaty,Unknown,2,48.0,20000000
Almaty,Unknown,1,35.7,8500000
Almaty,Unknown,2,70.0,30000000
Almaty,Unknown,3,98.0,42000000
Almaty,Unknown,3,62.2,20000000
Almaty,Unknown,2,38.0,9000000
Almaty,Unknown,2,37.0,14000000
Almaty,Unknown,2,73.0,18500000
Almaty,Unknown,1,29.0,12000000
Almaty,Unknown,1,49.0,18100000
Almaty,Unknown,2,44.0,13000000
Almaty,Unknown,3,106.0,48000000
Almaty,Unknown,4,64.0,20000000
Almaty,Unknown,2,56.0,18500000
Almaty,Unknown,1,41.0,14300000
Almaty,Unknown,3,62.3,21500000
Almaty,Unknown,3,65.4,25000000
Almaty,Unknown,2,48.2,15500000
Almaty,Unknown,1,23.5,7200000
Almaty,Unknown,1,45.0,26000000
Almaty,Unknown,1,63.8,26500000
Almaty,Unknown,3,67.2,23000000
Almaty,Unknown,3,90.0,42000000
Almaty,Unknown,1,41.0,13500000
Almaty,Unknown,3,111.0,33300000
Almaty,Unknown,3,70.0,25000000
Almaty,Unknown,1,38.0,18000000
Almaty,Unknown,1,41.2,16000000
Almaty,Unknown,3,63.4,26000000
Almaty,Unknown,2,43.0,10500000
Almaty,Unknown,2,73.7,31000000
Almaty,Unknown,1,53.3,21500000
Almaty,Unknown,2,48.0,23000000
Almaty,Unknown,3,57.3,18200000
Almaty,Unknown,2,38.0,13000000
Almaty,Unknown,2,47.0,12500000
Almaty,Unknown,1,52.6,16500000
Almaty,Unknown,3,75.2,24000000
Almaty,Unknown,2,70.0,31500000
Almaty,Unknown,2,48.0,15500000
Almaty,Unknown,2,54.0,17500000
Almaty,Unknown,1,40.9,19000000
Almaty,Unknown,1,30.0,13000000
Almaty,Unknown,2,55.1,13000000
Almaty,Unknown,3,64.1,21000000
Almaty,Unknown,1,42.0,17500000
Almaty,Unknown,1,42.0,17500000
Almaty,Unknown,3,63.0,28000000
Almaty,Unknown,1,32.0,12500000
Almaty,Unknown,2,48.0,16100000
Almaty,Unknown,1,42.0,24500000
Almaty,Unknown,3,59.0,21000000
Almaty,Unknown,1,33.9,10000000
Almaty,Unknown,2,45.0,15500000
Almaty,Unknown,1,22.78,3300000
Almaty,Unknown,1,29.0,10000000
Almaty,Unknown,2,45.0,16000000
Almaty,Unknown,1,42.5,14000000
Almaty,Unknown,1,33.1,13500000
Almaty,Unknown,3,91.0,43000000
Almaty,Unknown,2,44.2,12400000
Almaty,Unknown,3,63.0,22500000
Almaty,Unknown,2,55.0,25000000
Almaty,Unknown,3,81.0,30000000
Almaty,Unknown,3,66.4,24000000
Almaty,Unknown,3,75.0,35000000
Almaty,Unknown,2,52.0,22500000
Almaty,Unknown,1,41.0,17500000
Almaty,Unknown,3,134.8,85000000
Almaty,Unknown,2,56.0,15500000
Almaty,Unknown,2,55.0,18500000
Almaty,Unknown,4,120.0,70000000
Almaty,Unknown,2,45.0,22000000
Almaty,Unknown,2,55.0,26000000
Almaty,Unknown,1,40.0,14500000
Almaty,Unknown,2,50.0,15700000
Almaty,Unknown,2,45.8,13500000
Almaty,Unknown,1,36.0,11700000
Almaty,Unknown,2,44.7,14800000
Almaty,Unknown,1,31.2,9500000
Almaty,Unknown,1,44.0,14500000
Almaty,Unknown,3,62.0,18500000
Almaty,Unknown,1,17.0,2700000
Almaty,Unknown,2,45.0,16500000
Almaty,Unknown,1,46.2,18500000
Almaty,Unknown,1,46.2,18500000
Almaty,Unknown,2,56.8,25000000
Almaty,Unknown,1,40.0,14000000
Almaty,Unknown,3,95.0,39500000
Almaty,Unknown,1,41.0,16000000
Almaty,Unknown,2,36.8,7000000
Almaty,Unknown,1,53.7,15573000
Almaty,Unknown,1,35.0,14900000
Almaty,Unknown,1,58.6,15822000
Almaty,Unknown,2,43.0,8300000
Almaty,Unknown,2,76.0,33000000
Almaty,Unknown,3,119.8,33544000
Almaty,Unknown,2,40.7,11500000
Almaty,Unknown,2,41.9,7000000
Almaty,Unknown,1,33.0,9000000
Almaty,Unknown,3,40.5,12500000
Almaty,Unknown,3,100.0,27000000
Almaty,Unknown,1,35.0,14500000
Almaty,Unknown,3,68.0,23500000
Almaty,Unknown,3,64.2,26000000
Almaty,Unknown,2,46.0,15500000
Almaty,Unknown,3,60.2,16000000
Almaty,Unknown,1,51.0,18500000
Almaty,Unknown,3,125.4,46000000
Almaty,Unknown,2,55.5,18500000
Almaty,Unknown,1,14.0,1850000
Almaty,Unknown,1,39.5,14000000
Almaty,Unknown,1,46.5,18500000
Almaty,Unknown,3,118.0,21000000
Almaty,Unknown,1,31.1,11500000
Almaty,Unknown,2,70.0,32000000
Almaty,Unknown,1,35.0,8400000
Almaty,Unknown,1,36.0,15500000
Almaty,Unknown,4,62.5,20000000
Almaty,Unknown,4,62.4,20000000
Almaty,Unknown,2,41.0,13000000
Almaty,Unknown,3,62.0,16500000
Almaty,Unknown,1,40.0,16500000
Almaty,Unknown,2,53.0,16500000
Almaty,Unknown,2,53.3,22000000
Almaty,Unknown,2,71.0,26000000
Almaty,Unknown,2,45.0,13000000
Almaty,Unknown,2,55.0,16000000
Almaty,Unknown,3,66.8,23000000
Almaty,Unknown,1,39.4,14500000
Almaty,Unknown,1,33.0,12500000
Almaty,Unknown,1,37.4,14500000
Almaty,Unknown,3,64.0,21000000
Almaty,Unknown,3,81.1,32000000
Almaty,Unknown,1,35.0,15000000
Almaty,Unknown,1,58.0,20500000
Almaty,Unknown,2,48.3,14800000
Almaty,Unknown,3,65.0,20000000
Almaty,Unknown,1,29.1,10500000
Almaty,Unknown,1,40.4,16500000
Almaty,Unknown,3,47.3,14500000
Almaty,Unknown,2,45.8,13500000
Almaty,Unknown,1,39.0,15200000
Almaty,Unknown,2,45.0,13000000
Almaty,Unknown,1,31.0,7500000
Almaty,Unknown,2,64.0,28000000
Almaty,Unknown,2,45.0,18000000
Almaty,Unknown,1,54.0,22000000
Almaty,Unknown,3,70.0,26000000
Almaty,Unknown,1,30.6,9700000
Almaty,Unknown,1,33.0,8500000
Almaty,Unknown,2,44.0,17600000
Almaty,Unknown,3,61.0,17500000
Almaty,Unknown,1,34.0,9500000
Almaty,Unknown,2,55.0,16500000
Almaty,Unknown,2,44.4,13000000
Almaty,Unknown,2,54.3,14500000
Almaty,Unknown,1,31.4,11000000
Almaty,Unknown,2,45.0,16500000
Almaty,Unknown,3,96.0,42500000
Almaty,Unknown,4,60.8,15500000
Almaty,Unknown,1,31.1,11500000
Almaty,Unknown,1,41.0,18000000
Almaty,Unknown,2,46.7,13500000
Almaty,Unknown,2,44.7,13500000
Almaty,Unknown,1,49.9,19500000
Almaty,Unknown,1,33.6,10500000
Almaty,Unknown,1,55.0,17000000
Almaty,Unknown,1,36.5,10200000
Almaty,Unknown,1,36.0,11700000
Almaty,Unknown,3,68.5,21000000
Almaty,Unknown,1,28.9,10000000
Almaty,Unknown,3,94.7,41000000
Almaty,Unknown,2,45.2,11900000
Almaty,Unknown,1,12.0,4100000
Almaty,Unknown,3,100.0,30000000
Almaty,Unknown,2,53.7,20500000
Almaty,Unknown,1,39.0,14000000
Almaty,Unknown,1,39.48,14500000
Almaty,Unknown,2,58.0,22000000
Almaty,Unknown,1,36.4,9900000
Almaty,Unknown,1,39.8,14500000
Almaty,Unknown,1,41.0,18000000
Almaty,Unknown,2,50.0,17500000
Almaty,Unknown,3,63.0,13000000
Almaty,Unknown,2,48.0,15000000
Almaty,Unknown,1,39.48,14500000
Almaty,Unknown,3,63.7,16500000
Almaty,Unknown,3,129.5,30000000
Almaty,Unknown,2,53.1,25000000
Almaty,Unknown,1,33.0,12000000
Almaty,Unknown,1,30.8,11000000
Almaty,Unknown,2,128.0,51500000
Almaty,Unknown,2,45.8,13500000
Almaty,Unknown,2,47.2,14000000
Almaty,Unknown,2,67.0,36000000
Almaty,Unknown,2,74.0,27000000
Almaty,Unknown,3,57.2,15100000
Almaty,Unknown,2,41.0,9500000
Almaty,Unknown,2,56.0,25500000
Almaty,Unknown,3,57.0,8300000
Almaty,Unknown,3,84.6,31000000
Almaty,Unknown,1,39.7,13000000
Almaty,Unknown,2,69.4,29000000
Almaty,Unknown,2,47.0,12500000
Almaty,Unknown,2,58.0,14000000
Almaty,Unknown,3,62.2,20000000
Almaty,Unknown,2,45.0,14500000
Almaty,Unknown,1,48.0,17280000
Almaty,Unknown,3,62.0,18500000
Almaty,Unknown,1,38.2,13000000
Almaty,Unknown,2,45.0,16500000
Almaty,Unknown,1,30.4,10000000
Almaty,Unknown,1,46.9,16300000
Almaty,Unknown,4,62.0,19500000
Almaty,Unknown,4,146.2,61404000
Almaty,Unknown,2,48.0,15000000
Almaty,Unknown,1,30.0,13000000
Almaty,Unknown,2,50.2,20000000
Almaty,Unknown,3,77.1,20000000
Almaty,Unknown,1,45.0,16000000
Almaty,Unknown,3,65.0,20000000
Almaty,Unknown,1,44.2,16000000
Almaty,Unknown,2,68.1,25500000
Almaty,Unknown,2,50.0,17000000
Almaty,Unknown,1,30.0,18000000
Almaty,Unknown,2,44.9,13600000
Almaty,Unknown,2,46.2,9000000
Almaty,Unknown,3,65.6,19000000
Almaty,Unknown,2,53.7,12500000
Almaty,Unknown,3,62.0,25000000
Almaty,Unknown,4,76.3,22000000
Almaty,Unknown,1,51.7,18200000
Almaty,Unknown,3,57.4,21500000
Almaty,Unknown,4,164.5,64000000
Almaty,Unknown,2,45.8,13500000
Almaty,Unknown,1,21.0,2800000
Almaty,Unknown,2,54.9,21000000
Almaty,Unknown,2,48.0,15000000
Almaty,Unknown,1,24.5,3500000
Almaty,Unknown,3,110.0,57000000
Almaty,Unknown,1,32.6,7000000
Almaty,Unknown,2,45.2,14000000
Almaty,Unknown,2,45.0,14500000
Almaty,Unknown,1,31.3,12400000
Almaty,Unknown,1,31.3,12400000
Almaty,Unknown,2,45.2,16000000
Almaty,Unknown,2,45.0,14000000
Almaty,Unknown,2,45.0,15600000
Almaty,Unknown,3,58.8,16000000
Almaty,Unknown,2,43.8,12500000
Almaty,Unknown,3,61.4,12500000
Almaty,Unknown,3,62.0,21500000
Almaty,Unknown,3,86.6,45000000
Almaty,Unknown,4,128.0,54000000
Almaty,Unknown,3,84.2,29000000
Almaty,Unknown,3,122.0,60000000
Almaty,Unknown,3,106.0,46000000
Almaty,Unknown,3,77.0,24500000
Almaty,Unknown,2,48.0,16500000
Almaty,Unknown,1,34.6,12000000
Almaty,Unknown,2,52.2,21900000
Almaty,Unknown,3,64.4,16500000
Almaty,Unknown,2,78.6,28000000
Almaty,Unknown,2,54.4,19000000
Almaty,Unknown,2,46.0,15000000
Almaty,Unknown,2,68.1,28000000
Almaty,Unknown,2,58.0,20000000
Almaty,Unknown,3,74.9,23500000
Almaty,Unknown,3,130.0,32500000
Almaty,Unknown,1,34.5,12500000
Almaty,Unknown,2,60.0,23000000
Almaty,Unknown,3,103.9,36000000
Almaty,Unknown,1,29.5,8300000
Almaty,Unknown,3,62.0,19000000
Almaty,Unknown,1,44.0,17000000
Almaty,Unknown,1,44.0,17000000
Almaty,Unknown,1,44.0,17000000
Almaty,Unknown,2,88.0,70000000
Almaty,Unknown,3,61.1,17000000
Almaty,Unknown,1,31.0,5500000
Almaty,Unknown,3,98.5,48000000
Almaty,Unknown,2,59.3,23500000
Almaty,Unknown,1,42.0,13500000
Almaty,Unknown,2,40.0,10000000
Almaty,Unknown,3,62.9,23000000
Almaty,Unknown,3,61.0,22500000
Almaty,Unknown,3,59.0,21000000
Almaty,Unknown,2,61.3,27500000
Almaty,Unknown,1,44.0,17000000
Almaty,Unknown,2,44.3,15000000
Almaty,Unknown,2,72.3,26000000
Almaty,Unknown,2,46.0,15500000
Almaty,Unknown,1,36.0,11500000
Almaty,Unknown,2,45.0,13000000
Almaty,Unknown,2,55.0,10800000
Almaty,Unknown,2,45.0,13300000
Almaty,Unknown,1,36.0,13300000
Almaty,Unknown,2,32.0,8000000
Almaty,Unknown,2,55.1,25000000
Almaty,Unknown,2,45.2,14500000
Almaty,Unknown,3,65.4,16852000
Almaty,Unknown,2,67.0,24300000
Almaty,Unknown,2,49.2,19700000
Almaty,Unknown,1,36.0,13000000
Almaty,Unknown,2,50.0,16000000
Almaty,Unknown,3,61.2,19500000
